Exercício: 2018
Escopo: Estados/DF
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"08.244 - Assistência Comunitária";2538,75
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"08.122 - Administração Geral";28959,51
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU08 - Demais Subfunções";1043351,61
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"09 - Previdência Social";39358759,55
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"09.272 - Previdência do Regime Estatutário";39193690,61
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"09.122 - Administração Geral";165068,94
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10 - Saúde";3379717,36
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10.301 - Atenção Básica";9498,5
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10.302 - Assistência Hospitalar e Ambulatorial";3111171,58
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10.303 - Suporte Profilático e Terapêutico";203492,25
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10.305 - Vigilância Epidemiológica";41300,46
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"10.122 - Administração Geral";8271,78
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU10 - Demais Subfunções";5982,79
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"11 - Trabalho";174887,28
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"11.333 - Empregabilidade";174887,28
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"12 - Educação";5882978,74
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"12.363 - Ensino Profissional";483949,19
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"12.364 - Ensino Superior";297511,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"12.368 - Educação Básica";3585752,04
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"12.122 - Administração Geral";1506448,21
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU12 - Demais Subfunções";9318,3
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"14 - Direitos da Cidadania";1855320,24
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"14.421 - Custódia e Reintegração Social";1246022,73
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"14.422 - Direitos Individuais, Coletivos e Difusos";158356,6
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"14.122 - Administração Geral";450940,91
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"16 - Habitação";54367,21
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"16.482 - Habitação Urbana";4798,09
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU16 - Demais Subfunções";49569,12
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"17 - Saneamento";1355594,23
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"17.511 - Saneamento Básico Rural";20765,86
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"17.512 - Saneamento Básico Urbano";485070,52
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"17.122 - Administração Geral";849757,85
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"18 - Gestão Ambiental";4077470,2
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"18.541 - Preservação e Conservação Ambiental";330019,37
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"18.544 - Recursos Hídricos";3014730,96
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"18.122 - Administração Geral";732719,87
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"19 - Ciência e Tecnologia";60,01
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"19.573 - Difusão do Conhecimento Científico e Tecnológico";60,01
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"20 - Agricultura";2011287,9
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"20.606 - Extensão Rural";113002,54
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"20.607 - Irrigação";320235,92
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"20.608 - Promoção da Produção Agropecuária";610789,87
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"20.122 - Administração Geral";69865,5
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU20 - Demais Subfunções";897394,07
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"21 - Organização Agrária";404336,02
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"21.122 - Administração Geral";404336,02
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"22 - Indústria";1000000,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"22.662 - Produção Industrial";1000000,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"23 - Comércio e Serviços";416213,76
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"23.691 - Promoção Comercial";52982,72
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"23.695 - Turismo";60,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"23.122 - Administração Geral";362568,04
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU23 - Demais Subfunções";603,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"24 - Comunicações";3337030,87
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"24.722 - Telecomunicações";1190690,00
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"24.122 - Administração Geral";285783,12
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"FU24 - Demais Subfunções";1860557,75
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"26 - Transporte";3705274,83
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"26.782 - Transporte Rodoviário";707518,62
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"26.122 - Administração Geral";2997756,21
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"27 - Desporto e Lazer";397342,79
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"27.811 - Desporto de Rendimento";5414,1
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"27.812 - Desporto Comunitário";391928,69
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"28 - Encargos Especiais";717,29
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"28.845 - Outras Transferências";717,29
Governo do Estado do Tocantins;17;TO;1532902;"Inscrição de Restos a Pagar Processados";"Despesas Intraorçamentárias";7641064,64
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";7243527767,38
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"01 - Legislativa";349509011,76
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"01.031 - Ação Legislativa";5336077,7
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"01.032 - Controle Externo";753664,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"01.122 - Administração Geral";327793080,14
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU01 - Demais Subfunções";15626189,36
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"02 - Judiciária";705276211,61
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"02.061 - Ação Judiciária";5490113,53
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"02.122 - Administração Geral";578273739,43
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU02 - Demais Subfunções";121512358,65
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"03 - Essencial à Justiça";384768673,63
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"03.091 - Defesa da Ordem Jurídica";3040724,07
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"03.122 - Administração Geral";239328322,28
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU03 - Demais Subfunções";142399627,28
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04 - Administração";956774293,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.121 - Planejamento e Orçamento";34427,33
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.122 - Administração Geral";920306433,53
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.123 - Administração Financeira";10052706,06
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.124 - Controle Interno";76105,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.126 - Tecnologia da Informação";11410217,94
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.128 - Formação de Recursos Humanos";440087,46
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.129 - Administração de Receitas";5189881,41
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"04.131 - Comunicação Social";226767,24
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU04 - Demais Subfunções";9037667,59
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"06 - Segurança Pública";843652832,25
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"06.181 - Policiamento";777663537,07
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"06.182 - Defesa Civil";10671343,41
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"06.122 - Administração Geral";55009332,12
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU06 - Demais Subfunções";308619,65
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"08 - Assistência Social";32776516,2
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"08.244 - Assistência Comunitária";26372182,49
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"08.122 - Administração Geral";84660,5
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU08 - Demais Subfunções";6319673,21
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"09 - Previdência Social";655312199,33
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"09.272 - Previdência do Regime Estatutário";632360929,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"09.122 - Administração Geral";22441795,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU09 - Demais Subfunções";509474,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10 - Saúde";1080541636,03
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.301 - Atenção Básica";73509788,91
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.302 - Assistência Hospitalar e Ambulatorial";416266601,64
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.303 - Suporte Profilático e Terapêutico";12270986,54
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.304 - Vigilância Sanitária";602700,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.305 - Vigilância Epidemiológica";3332034,13
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"10.122 - Administração Geral";571372460,44
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU10 - Demais Subfunções";3187064,33
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"11 - Trabalho";37928261,01
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU11 - Demais Subfunções";37928261,01
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12 - Educação";1174121119,68
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.361 - Ensino Fundamental";375084185,81
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.362 - Ensino Médio";228280505,91
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.363 - Ensino Profissional";525474,11
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.366 - Educação de Jovens e Adultos";493821,87
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.367 - Educação Especial";312361,57
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.368 - Educação Básica";261826828,84
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"12.122 - Administração Geral";301822544,88
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU12 - Demais Subfunções";5775396,69
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"13 - Cultura";6480430,57
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"13.392 - Difusão Cultural";3423168,71
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"13.122 - Administração Geral";2994350,95
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU13 - Demais Subfunções";62910,91
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"14 - Direitos da Cidadania";773595,85
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"14.422 - Direitos Individuais, Coletivos e Difusos";773595,85
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"15 - Urbanismo";13997804,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";13997804,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"17 - Saneamento";76475984,68
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"17.511 - Saneamento Básico Rural";2912000,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"17.512 - Saneamento Básico Urbano";73563984,68
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"18 - Gestão Ambiental";14467296,43
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";555116,14
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"18.542 - Controle Ambiental";13610630,03
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"18.122 - Administração Geral";195725,26
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU18 - Demais Subfunções";105825,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"19 - Ciência e Tecnologia";5612937,76
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"19.572 - Desenvolvimento Tecnológico e Engenharia";3610852,86
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"19.573 - Difusão do Conhecimento Científico e Tecnológico";330249,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"19.122 - Administração Geral";1671835,34
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20 - Agricultura";316600684,63
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20.605 - Abastecimento";10455510,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20.606 - Extensão Rural";2306403,93
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20.608 - Promoção da Produção Agropecuária";138894026,08
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20.609 - Defesa Agropecuária";6537550,71
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"20.122 - Administração Geral";157280247,24
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU20 - Demais Subfunções";1126946,63
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"21 - Organização Agrária";197734,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"21.631 - Reforma Agrária";197734,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"22 - Indústria";312500,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"22.662 - Produção Industrial";312500,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"23 - Comércio e Serviços";13713295,75
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"23.694 - Serviços Financeiros";13077455,02
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"23.695 - Turismo";610515,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU23 - Demais Subfunções";25325,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"26 - Transporte";186551557,51
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"26.781 - Transporte Aéreo";8009299,61
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"26.782 - Transporte Rodoviário";163159091,68
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"FU26 - Demais Subfunções";15383166,22
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"27 - Desporto e Lazer";12193521,85
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"27.811 - Desporto de Rendimento";2627645,54
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"27.812 - Desporto Comunitário";9565876,31
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"28 - Encargos Especiais";375489668,52
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"28.843 - Serviço da Dívida Interna";374489668,52
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"28.845 - Outras Transferências";1000000,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Empenhadas";"Despesas Intraorçamentárias";283002114,74
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";6910437765,78
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"01 - Legislativa";339885833,82
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"01.031 - Ação Legislativa";5238971,74
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"01.032 - Controle Externo";753664,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"01.122 - Administração Geral";321150454,41
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU01 - Demais Subfunções";12742743,11
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"02 - Judiciária";682514994,95
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"02.061 - Ação Judiciária";4883895,36
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"02.122 - Administração Geral";560672557,43
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU02 - Demais Subfunções";116958542,16
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"03 - Essencial à Justiça";363963394,95
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"03.091 - Defesa da Ordem Jurídica";729949,33
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"03.122 - Administração Geral";235465415,99
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU03 - Demais Subfunções";127768029,63
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04 - Administração";926575643,2
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.121 - Planejamento e Orçamento";34427,33
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.122 - Administração Geral";895165057,02
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.123 - Administração Financeira";7490685,29
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.124 - Controle Interno";76105,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.126 - Tecnologia da Informação";9687245,61
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.128 - Formação de Recursos Humanos";440087,46
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.129 - Administração de Receitas";4848289,97
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"04.131 - Comunicação Social";226767,24
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU04 - Demais Subfunções";8606978,28
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"06 - Segurança Pública";815249423,68
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"06.181 - Policiamento";752933505,13
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"06.182 - Defesa Civil";9155840,64
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"06.122 - Administração Geral";52851458,26
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU06 - Demais Subfunções";308619,65
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"08 - Assistência Social";29140308,94
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"08.244 - Assistência Comunitária";24160539,06
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"08.122 - Administração Geral";84660,5
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU08 - Demais Subfunções";4895109,38
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"09 - Previdência Social";654071754,55
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";632360929,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"09.122 - Administração Geral";21249550,26
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU09 - Demais Subfunções";461274,56
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10 - Saúde";1014268367,78
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.301 - Atenção Básica";66877326,61
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";372111076,3
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";11139364,34
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.304 - Vigilância Sanitária";599635,36
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";3320683,18
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"10.122 - Administração Geral";557041335,26
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU10 - Demais Subfunções";3178946,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"11 - Trabalho";9788847,94
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU11 - Demais Subfunções";9788847,94
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12 - Educação";1134681166,94
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.361 - Ensino Fundamental";375064847,61
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.362 - Ensino Médio";226219349,1
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.363 - Ensino Profissional";337506,64
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";424984,62
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.367 - Educação Especial";256774,22
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.368 - Educação Básica";226953115,26
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"12.122 - Administração Geral";299730089,32
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU12 - Demais Subfunções";5694500,17
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"13 - Cultura";6170645,04
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"13.392 - Difusão Cultural";3370678,11
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"13.122 - Administração Geral";2737056,02
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU13 - Demais Subfunções";62910,91
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"14 - Direitos da Cidadania";751603,05
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"14.422 - Direitos Individuais, Coletivos e Difusos";751603,05
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"15 - Urbanismo";13997804,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";13997804,73
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"17 - Saneamento";44378609,84
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"17.511 - Saneamento Básico Rural";614588,91
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"17.512 - Saneamento Básico Urbano";43764020,93
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"18 - Gestão Ambiental";10127701,28
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";375959,85
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"18.542 - Controle Ambiental";9488255,76
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"18.122 - Administração Geral";157660,67
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"FU18 - Demais Subfunções";105825,00
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"19 - Ciência e Tecnologia";5612937,76
Governo do Estado de Rondônia;11;RO;1787279;"Despesas Liquidadas";"19.572 - Desenvolvimento Tecnológico e Engenharia";3610852,86
